stud_id,name,gender,age,height,weight,religion,nc_score,semester,major,minor,score1,score2,online_tutorial,graduated,salary
808598,"Hodges, Patty",Female,20,169,67.6,Other,2.15,3rd,Biology,Political Science,79.0,76.0,1,0,
792192,"Brever, Annamarie",Female,21,163,65.7,Other,1.1,2nd,Social Sciences,Environmental Sciences,,,0,0,
139342,"Carrigan, Richardjake",Male,21,176,73.4,Protestant,3.88,6th,Biology,Political Science,72.0,82.0,0,0,
120219,"Richardson, Adonise",Male,21,159,61.3,Protestant,1.71,2nd,Economics and Finance,Political Science,,,0,0,
507035,"Briseno, Joshua",Male,20,178,76.2,Other,2.13,1st,Political Science,Biology,,,0,0,
899300,"Truong, Nyang",Male,21,177,77.2,Other,2.2,2nd,Mathematics and Statistics,Political Science,,,0,0,
135761,"Boden, Jenna",Female,23,154,63.5,Catholic,3.1,2nd,Environmental Sciences,Mathematics and Statistics,,,0,0,
768410,"Reyes, Deshon",Male,20,170,69.2,Other,1.33,3rd,Mathematics and Statistics,Biology,89.0,95.0,1,0,
917614,"Johnson, Laura",Female,20,164,65.6,Catholic,3.61,3rd,Social Sciences,Biology,46.0,45.0,1,0,
846323,"Manchego, Jeremy",Male,22,180,85.2,Protestant,1.51,>6th,Mathematics and Statistics,Economics and Finance,89.0,87.0,0,0,
415925,"Clark, Kallie",Female,20,166,72.2,Catholic,3.89,1st,Biology,Social Sciences,,,0,0,
438857,"Clark, Alexandra",Female,22,157,60.7,Catholic,3.53,1st,Economics and Finance,Environmental Sciences,,,0,0,
379485,"Christopherson, Ernest",Male,24,185,74.9,Other,3.42,2nd,Social Sciences,Environmental Sciences,,,0,0,
804749,"Jimenez, Hershelle",Female,22,172,69.6,Muslim,1.02,6th,Political Science,Mathematics and Statistics,53.0,57.0,1,1,29832.22
694782,"Clopton, Arturo",Male,25,186,80.9,Catholic,1.29,2nd,Economics and Finance,Social Sciences,,,0,0,
477026,"Ybarra, Rachel",Female,23,158,63.9,Catholic,1.34,1st,Biology,Economics and Finance,,,0,0,
672173,"Garcia, Stefan",Male,24,187,83.7,Catholic,3.02,3rd,Political Science,Mathematics and Statistics,54.0,56.0,1,0,
854616,"Martinez, Annalise",Female,19,163,66.8,Catholic,3.01,3rd,Social Sciences,Environmental Sciences,43.0,41.0,1,0,
331914,"Lanoue, Kayla",Female,25,146,60.9,Protestant,1.04,2nd,Political Science,Biology,,,0,0,
198288,"Williams, Trang",Female,22,170,64.4,Other,1.18,5th,Biology,Political Science,71.0,75.0,1,1,38491.65
244176,"Hardman, Isaiha",Male,47,180,80.3,Protestant,1.84,6th,Mathematics and Statistics,Environmental Sciences,87.0,93.0,1,1,56157.26
833923,"Gomez, Sara",Female,21,156,59.0,Other,2.15,2nd,Environmental Sciences,Mathematics and Statistics,,,0,0,
788354,"Rae, Paloma",Female,21,152,60.9,Other,1.48,2nd,Biology,Environmental Sciences,,,0,0,
884495,"Kim, Chauncy",Male,24,183,78.3,Catholic,1.37,6th,Economics and Finance,Political Science,67.0,69.0,1,1,36805.51
771058,"Farrell, Aldo",Male,18,182,81.7,Catholic,2.3,5th,Mathematics and Statistics,Political Science,85.0,92.0,1,1,46306.62
887489,"Barnhill-Bell Jr, Henry",Male,22,182,81.2,Catholic,2.12,4th,Political Science,Economics and Finance,64.0,56.0,1,0,
547207,"Stitt, Adam",Male,20,179,78.0,Other,3.6,6th,Mathematics and Statistics,Environmental Sciences,83.0,88.0,0,1,50363.35
424578,"Smith-Dawson, Isabelle",Female,18,171,68.4,Catholic,3.81,6th,Biology,Social Sciences,74.0,73.0,0,1,36589.21
959862,"Siers, Liukura",Male,50,185,83.0,Protestant,1.32,1st,Biology,Political Science,,,0,0,
904902,"Nguyen, Obiajulu",Male,23,184,82.4,Other,1.98,3rd,Biology,Political Science,75.0,73.0,0,0,
811946,"Vandevender, Angelina",Female,23,177,75.5,Other,1.83,5th,Social Sciences,Environmental Sciences,45.0,51.0,1,0,
781618,"Scott, Soo",Female,19,169,69.0,Other,2.91,4th,Political Science,Social Sciences,60.0,57.0,1,0,
877743,"Johnson, Rose",Female,23,155,60.3,Catholic,1.16,2nd,Mathematics and Statistics,Economics and Finance,,,0,0,
152122,"Baker, Victoria",Female,20,164,64.2,Catholic,1.05,4th,Political Science,Mathematics and Statistics,47.0,55.0,0,1,30183.93
744620,"Dumas, Ved",Male,20,194,94.4,Orthodox,1.41,5th,Economics and Finance,Political Science,62.0,74.0,1,1,40317.79
395976,"Chase, Tyler",Male,20,179,82.7,Catholic,1.56,1st,Biology,Political Science,,,0,0,
208414,"Norris, Ariann",Female,22,156,64.2,Catholic,2.11,3rd,Political Science,Mathematics and Statistics,56.0,53.0,0,0,
311348,"Booker, Trent",Male,21,189,90.6,Other,2.39,4th,Political Science,Environmental Sciences,51.0,62.0,1,0,
417526,"Schwark, Emma",Female,24,159,64.6,Catholic,3.36,2nd,Social Sciences,Political Science,,,0,0,
457124,"Sale, Mugahid",Male,22,177,76.9,Catholic,3.2,3rd,Mathematics and Statistics,Environmental Sciences,90.0,92.0,1,0,
434303,"Le, Matthew",Male,19,180,79.5,Other,2.89,1st,Environmental Sciences,Economics and Finance,,,0,0,
814519,"Hatch, Brandon",Male,20,190,89.1,Catholic,2.2,3rd,Environmental Sciences,Political Science,76.0,75.0,0,0,
784220,"Edwards, Justin",Male,19,185,84.4,Other,1.51,5th,Mathematics and Statistics,Economics and Finance,91.0,94.0,1,1,46924.17
114652,"Brinley, Nadine",Female,19,170,71.4,Catholic,2.48,2nd,Economics and Finance,Environmental Sciences,,,0,0,
505289,"Deking, Sommer",Female,19,164,67.8,Catholic,1.74,3rd,Political Science,Mathematics and Statistics,56.0,60.0,1,0,
613716,"Manlove, David",Male,22,181,77.6,Other,2.65,4th,Social Sciences,Environmental Sciences,41.0,41.0,1,1,41041.6
772906,"Union, Megan",Female,21,166,74.3,Catholic,1.13,4th,Biology,Economics and Finance,85.0,78.0,0,1,39084.71
155876,"Sanchez Barron, Gladys",Female,26,171,69.9,Protestant,1.27,3rd,Biology,Mathematics and Statistics,81.0,76.0,1,0,
964975,"Vongsaraphanh Khamvongsa, Dan",Male,19,185,88.4,Catholic,3.48,1st,Political Science,Economics and Finance,,,0,0,
331081,"Mickelsen, Ashleigh",Female,22,174,71.9,Catholic,2.22,1st,Environmental Sciences,Economics and Finance,,,0,0,
880734,"Kellum, Cody",Male,23,176,73.7,Protestant,3.3,3rd,Economics and Finance,Mathematics and Statistics,67.0,72.0,1,0,
842178,"Leung, Daniel",Male,21,168,67.3,Other,3.91,1st,Mathematics and Statistics,Biology,,,0,0,
877103,"Goodwin, Amy",Female,24,174,72.6,Catholic,3.51,3rd,Environmental Sciences,Political Science,72.0,74.0,1,0,
198607,"Coriz, Christian",Male,21,185,84.8,Other,1.13,3rd,Economics and Finance,Political Science,67.0,75.0,1,0,
364427,"Frazier, Rachael",Female,24,167,72.1,Protestant,2.39,1st,Mathematics and Statistics,Social Sciences,,,0,0,
941281,"Mullin, Luis",Male,20,186,87.7,Catholic,2.39,4th,Mathematics and Statistics,Environmental Sciences,85.0,89.0,0,1,61432.21
870345,"Guo, Alexander",Male,21,192,90.7,Orthodox,1.76,3rd,Environmental Sciences,Economics and Finance,72.0,76.0,1,0,
555969,"Rudd, Savanna",Female,23,163,68.6,Other,1.8,4th,Economics and Finance,Biology,58.0,71.0,0,1,37275.09
275274,"Todd, Hyun Jeung",Female,23,159,65.7,Catholic,1.25,4th,Biology,Political Science,78.0,77.0,1,1,38746.53
565199,"Jamison, David",Male,21,161,66.9,Other,3.92,2nd,Environmental Sciences,Political Science,,,0,0,
582937,"Strickland, Gilbert",Male,18,169,70.6,Other,3.8,1st,Political Science,Environmental Sciences,,,0,0,
643691,"Neuhaus, Kaylee",Female,18,168,69.4,Other,3.7,>6th,Environmental Sciences,Biology,73.0,70.0,1,1,29178.47
243742,"Happner, Taylor",Female,27,157,66.6,Other,1.58,3rd,Environmental Sciences,Mathematics and Statistics,72.0,81.0,1,0,
521971,"Rigsby, Shannon",Female,24,155,58.8,Orthodox,2.9,2nd,Political Science,Biology,,,0,0,
750960,"Sala, Duncan",Male,24,175,73.3,Other,2.74,4th,Economics and Finance,Environmental Sciences,69.0,69.0,1,1,52366.9
221168,"Williams, Sahara",Female,23,165,69.5,Catholic,1.52,4th,Environmental Sciences,Mathematics and Statistics,68.0,72.0,1,1,23869.57
272441,"Seevers, Sherlyn",Female,21,174,78.3,Protestant,1.71,1st,Mathematics and Statistics,Biology,,,0,0,
400123,"Nguyen, Aaron",Male,23,184,80.6,Protestant,2.42,4th,Mathematics and Statistics,Biology,91.0,86.0,0,1,58760.82
171323,"Exner, Jennifer",Female,20,163,62.9,Catholic,1.75,2nd,Biology,Environmental Sciences,,,0,0,
679115,"Walton, Samantha",Female,18,168,68.1,Orthodox,3.58,3rd,Biology,Environmental Sciences,82.0,76.0,0,0,
135088,"Van Skike, Mohra",Female,24,162,64.5,Protestant,2.14,3rd,Economics and Finance,Political Science,63.0,60.0,1,0,
960708,"Brown, Cecilia",Female,22,170,68.6,Other,3.07,1st,Biology,Economics and Finance,,,0,0,
712343,"Stuart, Reyna",Female,19,170,75.2,Catholic,1.27,4th,Biology,Social Sciences,71.0,80.0,1,0,
629484,"Rogers, Liliana",Female,19,155,63.2,Catholic,1.71,3rd,Biology,Environmental Sciences,86.0,79.0,1,0,
414208,"Dee-Hamilton, Yongkyum",Male,26,184,84.7,Catholic,3.12,2nd,Social Sciences,Biology,,,0,0,
520751,"Oswalt-Naasz, Reid",Male,21,172,71.8,Catholic,1.73,2nd,Environmental Sciences,Mathematics and Statistics,,,0,0,
970385,"Ishizuki, Kenneth",Male,21,174,74.4,Protestant,1.13,3rd,Environmental Sciences,Economics and Finance,73.0,77.0,1,0,
669693,"Moore, Brittany",Female,23,156,66.2,Other,3.46,3rd,Economics and Finance,Social Sciences,63.0,62.0,0,0,
813501,"Brown, Tisa",Female,22,171,71.1,Orthodox,3.51,5th,Biology,Social Sciences,78.0,79.0,1,1,49111.49
658417,"Diaz Rodriguez, Seeta",Female,50,163,64.9,Other,2.43,3rd,Political Science,Mathematics and Statistics,45.0,50.0,0,0,
269649,"Sheikh, Andrea",Female,22,166,68.2,Catholic,3.57,2nd,Social Sciences,Environmental Sciences,,,0,0,
749857,"Cortez Sangster, Mallory",Female,20,176,75.4,Catholic,3.89,2nd,Economics and Finance,Social Sciences,,,0,0,
756859,"Nguyen, Romario",Male,22,182,78.5,Other,2.76,1st,Mathematics and Statistics,Economics and Finance,,,0,0,
657058,"Hutchins, Jasmine",Female,22,170,70.6,Other,3.84,4th,Political Science,Environmental Sciences,60.0,60.0,1,0,
496971,"Banks, Sara",Female,41,157,63.8,Catholic,1.29,4th,Mathematics and Statistics,Political Science,91.0,88.0,0,0,
149478,"Humphrey, Aaron",Male,22,180,78.8,Muslim,1.95,3rd,Biology,Social Sciences,70.0,71.0,0,0,
243491,"Lovan, Leighton",Male,19,177,74.6,Catholic,1.29,1st,Environmental Sciences,Social Sciences,,,0,0,
289916,"Stokes, Norm",Male,24,188,90.0,Orthodox,1.47,4th,Environmental Sciences,Biology,67.0,69.0,0,0,
905028,"Tom, Addam",Male,21,179,79.1,Catholic,1.45,6th,Political Science,Mathematics and Statistics,53.0,55.0,0,1,47119.78
771811,"Johnson, Hilalia",Female,21,167,68.4,Orthodox,2.71,3rd,Political Science,Economics and Finance,49.0,62.0,1,0,
425349,"Velic, Carlyle",Female,21,176,71.7,Muslim,2.18,5th,Social Sciences,Environmental Sciences,46.0,45.0,1,1,35987.41
334173,"Ramirez, Sarah",Female,21,176,75.4,Catholic,1.89,3rd,Environmental Sciences,Political Science,74.0,74.0,0,0,
218626,"Tillman, Erika",Female,20,164,66.2,Other,1.55,2nd,Social Sciences,Environmental Sciences,,,0,0,
344844,"Devine, Autumn",Female,21,173,74.5,Other,1.02,3rd,Political Science,Economics and Finance,54.0,59.0,0,0,
329208,"Lor, Darnell",Male,22,187,81.8,Other,3.88,6th,Environmental Sciences,Political Science,78.0,62.0,1,0,
616453,"Goldston, Justin",Male,20,187,85.9,Catholic,3.04,6th,Environmental Sciences,Social Sciences,77.0,77.0,1,1,37656.95
463413,"Hall-Nay, Shivani",Female,22,170,74.1,Catholic,1.66,2nd,Economics and Finance,Social Sciences,,,0,0,
802692,"Figueroa, Justice",Female,20,172,73.4,Muslim,1.28,5th,Economics and Finance,Mathematics and Statistics,69.0,73.0,0,0,
140021,"Kinchens, Abigail",Female,22,167,67.7,Catholic,3.58,3rd,Social Sciences,Economics and Finance,43.0,39.0,0,0,
719820,"Lovald, Katja",Female,20,163,68.9,Protestant,1.14,1st,Social Sciences,Economics and Finance,,,0,0,
447003,"Field, Keana",Female,23,162,66.9,Orthodox,1.23,4th,Social Sciences,Mathematics and Statistics,48.0,41.0,1,0,
266767,"Jay, Justin",Male,23,169,74.5,Protestant,1.16,2nd,Economics and Finance,Mathematics and Statistics,,,0,0,
412893,"Ehrlick, Keila",Female,20,153,60.4,Protestant,1.46,2nd,Political Science,Social Sciences,,,0,0,
283896,"Babbs, Eric",Male,22,171,72.2,Protestant,2.24,3rd,Political Science,Environmental Sciences,60.0,58.0,1,0,
336439,"Long, Rodney",Male,21,168,73.4,Catholic,1.45,2nd,Political Science,Economics and Finance,,,0,0,
110250,"Pieper, Karlett",Female,21,147,59.3,Other,2.59,2nd,Political Science,Environmental Sciences,,,0,0,
529063,"Blasingime, Drew",Male,22,188,86.3,Protestant,1.26,4th,Biology,Social Sciences,75.0,80.0,1,0,
173030,"Ray, Nayeli",Female,19,172,71.1,Other,2.86,1st,Political Science,Mathematics and Statistics,,,0,0,
769035,"Copeland, Justin",Male,23,182,79.6,Other,3.36,3rd,Mathematics and Statistics,Biology,84.0,82.0,0,0,
722488,"Ramirez, Janay",Female,19,161,67.5,Protestant,2.94,5th,Biology,Economics and Finance,79.0,83.0,1,0,
271926,"Xatkoun, Eric",Male,21,185,84.8,Protestant,1.69,6th,Mathematics and Statistics,Biology,86.0,90.0,1,0,
728825,"Mcclendon, Derrick",Male,25,172,70.7,Orthodox,1.78,1st,Biology,Mathematics and Statistics,,,0,0,
414951,"Gonzalez, Kyrri",Female,21,169,73.2,Other,3.1,2nd,Economics and Finance,Mathematics and Statistics,,,0,0,
209414,"Tiller, Jennifer",Female,55,159,63.4,Other,1.03,1st,Environmental Sciences,Biology,,,0,0,
986670,"Mackay, Sarah",Female,24,162,62.8,Protestant,2.64,4th,Political Science,Social Sciences,49.0,63.0,1,0,
437739,"Nickle, Daniel",Male,22,186,86.4,Catholic,1.81,5th,Social Sciences,Environmental Sciences,35.0,42.0,1,1,35818.66
726670,"Sibomana, Joseph",Male,37,179,76.1,Other,1.94,3rd,Mathematics and Statistics,Social Sciences,87.0,81.0,0,0,
245925,"Aochi, Derek",Male,22,194,90.7,Muslim,1.93,3rd,Mathematics and Statistics,Political Science,95.0,93.0,1,0,
770044,"Mclaren, Annick",Female,24,161,64.9,Protestant,2.46,3rd,Social Sciences,Environmental Sciences,36.0,36.0,1,0,
870965,"Herman, Mikayla",Female,21,161,63.6,Catholic,3.9,3rd,Environmental Sciences,Mathematics and Statistics,68.0,72.0,0,0,
887121,"Garcia, Jamal",Male,37,173,75.9,Other,2.6,4th,Environmental Sciences,Economics and Finance,81.0,73.0,0,1,35410.79
912116,"Duru, Hayden",Male,21,190,89.0,Protestant,2.27,6th,Mathematics and Statistics,Environmental Sciences,90.0,85.0,1,1,37923.77
256658,"Hoffman, Balkarn",Male,20,180,79.0,Catholic,3.43,1st,Economics and Finance,Social Sciences,,,0,0,
557597,"Russell, Jaeyeon",Female,18,162,67.7,Orthodox,3.14,2nd,Political Science,Environmental Sciences,,,0,0,
192165,"Bass, Karli",Female,20,164,66.9,Catholic,1.5,1st,Social Sciences,Political Science,,,0,0,
291780,"Mcbride, Monica",Female,24,167,68.3,Catholic,1.23,2nd,Mathematics and Statistics,Social Sciences,,,0,0,
376612,"Tam, Mondell",Male,20,175,75.2,Catholic,2.48,2nd,Economics and Finance,Biology,,,0,0,
838024,"Buchanan, Yazmin",Female,18,165,67.9,Catholic,1.21,1st,Biology,Political Science,,,0,0,
971306,"Hope, Rayce",Male,21,174,74.0,Catholic,3.71,3rd,Social Sciences,Political Science,51.0,37.0,1,0,
583479,"Maldonado, Whitney",Female,19,156,63.3,Muslim,3.8,5th,Economics and Finance,Environmental Sciences,58.0,76.0,1,0,
827165,"Gowda, Anna",Female,21,165,66.6,Catholic,1.9,3rd,Social Sciences,Mathematics and Statistics,42.0,47.0,1,0,
384386,"Moline, Patricia",Female,19,172,77.9,Other,3.08,1st,Economics and Finance,Political Science,,,0,0,
538677,"Deere, Martin",Male,21,184,86.2,Catholic,3.93,4th,Mathematics and Statistics,Biology,91.0,87.0,1,0,
368637,"Petrose, Jessica",Female,24,176,76.5,Protestant,1.44,2nd,Biology,Social Sciences,,,0,0,
298125,"Hildebrand, Suchot",Male,21,185,85.1,Catholic,1.85,5th,Political Science,Social Sciences,56.0,49.0,1,1,60996.31
330298,"Combs, Jesus",Male,21,170,68.0,Catholic,1.95,3rd,Environmental Sciences,Economics and Finance,64.0,69.0,0,0,
666047,"Patterson, Chad",Male,22,174,72.8,Other,2.17,4th,Biology,Social Sciences,82.0,78.0,1,0,
248276,"Beal, Emma",Female,24,175,74.7,Other,2.28,3rd,Mathematics and Statistics,Economics and Finance,87.0,94.0,0,0,
730186,"Schauer, Lorena",Female,23,165,70.8,Other,1.69,5th,Biology,Social Sciences,71.0,77.0,0,1,43287.32
806442,"Howes, Gabriel",Male,21,192,87.0,Catholic,1.79,4th,Political Science,Social Sciences,60.0,55.0,0,0,
764909,"Sima, Khalil",Male,22,189,87.9,Other,3.23,>6th,Political Science,Social Sciences,50.0,65.0,0,1,43313.02
747204,"Howard, Evan",Male,23,174,72.1,Catholic,2.58,2nd,Social Sciences,Mathematics and Statistics,,,0,0,
925736,"Camacho, Mariah",Female,20,156,60.7,Protestant,2.11,6th,Economics and Finance,Social Sciences,69.0,63.0,1,0,
886785,"Schenally, Junbian",Male,18,181,81.0,Catholic,2.42,1st,Environmental Sciences,Political Science,,,0,0,
358262,"Alarcon, Alexis",Female,19,172,74.4,Catholic,2.82,3rd,Environmental Sciences,Economics and Finance,78.0,78.0,1,0,
551817,"Blanco, Brandon",Male,19,171,68.5,Catholic,1.18,5th,Economics and Finance,Social Sciences,57.0,69.0,1,1,51866.93
399891,"Cardinal, Armando",Male,21,180,76.9,Catholic,3.36,1st,Economics and Finance,Political Science,,,0,0,
285171,"Mcdaniel, Krystal",Female,23,172,66.3,Other,3.47,2nd,Economics and Finance,Social Sciences,,,0,0,
110933,"Franklin, Dennis",Male,20,189,85.8,Catholic,3.3,1st,Biology,Mathematics and Statistics,,,0,0,
179055,"Martin, Lejanique",Female,59,153,62.4,Protestant,3.66,6th,Social Sciences,Biology,40.0,45.0,0,0,
339207,"Kirkland, Joey",Male,25,179,78.4,Catholic,1.65,4th,Environmental Sciences,Economics and Finance,67.0,71.0,1,0,
891229,"Cordova, Kalere",Female,22,172,68.8,Muslim,2.0,2nd,Mathematics and Statistics,Economics and Finance,,,0,0,
232834,"Lindsey, Jaeson",Male,22,182,78.4,Other,2.04,2nd,Social Sciences,Mathematics and Statistics,,,0,0,
248394,"Zimmermann, Karlie",Female,23,162,70.2,Protestant,3.34,2nd,Environmental Sciences,Political Science,,,0,0,
604080,"Nunn, Harley",Male,37,173,69.9,Catholic,3.55,1st,Political Science,Economics and Finance,,,0,0,
126051,"Topaha, Jordan",Male,21,179,73.7,Protestant,2.2,4th,Economics and Finance,Mathematics and Statistics,66.0,63.0,1,0,
639622,"Jones, Matthew",Male,24,167,68.1,Protestant,2.84,>6th,Economics and Finance,Environmental Sciences,69.0,73.0,1,1,57010.16
389979,"Tagawa, Elijah",Male,21,179,75.6,Other,2.01,3rd,Biology,Environmental Sciences,80.0,84.0,0,0,
819078,"Pegues, Armando",Male,22,184,81.3,Other,2.35,6th,Social Sciences,Mathematics and Statistics,36.0,51.0,1,1,34717.77
154158,"Avila, Jesus",Male,20,174,78.4,Protestant,2.86,6th,Environmental Sciences,Biology,68.0,67.0,1,1,44812.41
988410,"Sposato, Raquel",Female,21,166,64.9,Protestant,1.96,2nd,Environmental Sciences,Economics and Finance,,,0,0,
402683,"Saeed, Devin",Male,21,170,71.7,Other,2.26,1st,Mathematics and Statistics,Social Sciences,,,0,0,
852272,"Vincenty, John",Male,21,186,88.0,Protestant,1.25,6th,Social Sciences,Political Science,53.0,53.0,0,1,37149.12
215791,"Adams, Kuhu",Female,22,168,68.2,Catholic,2.46,5th,Biology,Environmental Sciences,83.0,80.0,1,1,41235.48
757873,"Ager, Megan",Female,20,155,63.9,Other,2.43,1st,Environmental Sciences,Mathematics and Statistics,,,0,0,
803265,"Mcdaniel, Chiahci",Female,23,162,65.7,Catholic,3.98,5th,Environmental Sciences,Biology,77.0,77.0,1,0,
674655,"Gomen, David",Male,20,175,72.0,Protestant,2.27,1st,Environmental Sciences,Social Sciences,,,0,0,
448048,"Mccray, Timothy",Male,20,174,73.7,Other,1.1,4th,Mathematics and Statistics,Environmental Sciences,90.0,95.0,1,0,
815721,"Contreras, Zipporah",Female,20,171,68.8,Protestant,1.73,3rd,Social Sciences,Environmental Sciences,43.0,48.0,1,0,
177496,"Mihalovic, Ganesh",Male,21,175,75.6,Catholic,2.87,4th,Biology,Mathematics and Statistics,74.0,75.0,1,0,
164390,"Sibilia, Marian",Female,22,151,62.1,Orthodox,1.71,6th,Economics and Finance,Environmental Sciences,68.0,70.0,1,1,38211.14
481296,"O'Connor, Selena",Female,22,162,67.0,Protestant,1.12,1st,Social Sciences,Economics and Finance,,,0,0,
663809,"Doan, Unwana",Male,19,174,72.8,Catholic,1.3,2nd,Biology,Social Sciences,,,0,0,
131631,"Smith, Israel",Male,27,182,81.6,Catholic,1.98,1st,Biology,Mathematics and Statistics,,,0,0,
666678,"Butler, Louis",Male,24,182,80.9,Other,2.25,3rd,Mathematics and Statistics,Political Science,87.0,82.0,0,0,
227093,"Wilson, Naemone",Male,23,166,68.9,Catholic,2.73,2nd,Mathematics and Statistics,Social Sciences,,,0,0,
912000,"Lemay, Zitlaly",Female,18,163,71.1,Catholic,3.1,4th,Biology,Environmental Sciences,72.0,80.0,1,1,52683.9
295165,"Verdugo, Olivia",Female,23,153,57.7,Catholic,1.04,4th,Social Sciences,Biology,48.0,46.0,0,0,
603948,"Van Nieuwenhuizen, Makaela",Female,22,170,73.5,Catholic,2.14,2nd,Environmental Sciences,Biology,,,0,0,
764349,"Frazier, Samantha",Female,21,161,66.5,Orthodox,1.55,2nd,Environmental Sciences,Political Science,,,0,0,
571961,"Holloway, Kiana",Female,19,167,68.9,Catholic,1.4,3rd,Political Science,Economics and Finance,57.0,50.0,1,0,
500865,"Mannings, Hiu Yan",Female,21,165,66.6,Protestant,1.01,4th,Biology,Mathematics and Statistics,72.0,79.0,1,0,
714131,"Moore, Tyler",Male,22,162,64.4,Protestant,2.89,1st,Economics and Finance,Biology,,,0,0,
728788,"Fleischman Jr, Daniel",Male,20,178,78.0,Protestant,2.18,4th,Mathematics and Statistics,Social Sciences,93.0,86.0,1,0,
821762,"Yang, William",Male,57,169,70.1,Protestant,1.69,3rd,Social Sciences,Biology,53.0,51.0,0,0,
161837,"Johnson, Joanna",Female,22,176,76.1,Orthodox,3.86,1st,Economics and Finance,Mathematics and Statistics,,,0,0,
409713,"Nagel, Kallen",Male,23,181,74.8,Orthodox,2.44,2nd,Environmental Sciences,Economics and Finance,,,0,0,
918683,"Shrestha, Shaquille",Male,21,168,68.3,Catholic,2.84,3rd,Biology,Mathematics and Statistics,77.0,75.0,1,0,
885140,"Diaz Rivera, Jaelynn",Female,19,160,61.8,Other,2.55,6th,Social Sciences,Political Science,41.0,44.0,1,0,
213512,"Falk, Whitney",Female,19,168,66.6,Protestant,2.39,5th,Biology,Environmental Sciences,68.0,75.0,0,0,
768807,"Morgan, Cherrise",Female,23,167,68.0,Protestant,1.97,4th,Economics and Finance,Mathematics and Statistics,71.0,63.0,0,1,39260.59
245154,"Woolfolk, Danvy",Female,21,158,65.5,Other,1.42,4th,Biology,Mathematics and Statistics,74.0,83.0,1,1,36708.75
287535,"Pruneda, Brittany",Female,20,151,60.0,Protestant,2.6,4th,Biology,Economics and Finance,84.0,80.0,1,1,43021.79
190071,"James, David",Male,21,174,70.2,Other,3.97,6th,Social Sciences,Environmental Sciences,40.0,51.0,0,0,
526849,"Rolfs, Sky",Female,59,158,59.9,Other,2.86,>6th,Political Science,Economics and Finance,59.0,53.0,0,1,35270.19
861760,"Ritschard, Maryssa",Female,22,157,66.2,Muslim,1.5,1st,Social Sciences,Political Science,,,0,0,
766964,"Hopson, Michelle",Female,21,158,69.3,Protestant,2.49,3rd,Political Science,Mathematics and Statistics,60.0,53.0,0,0,
643899,"Terrill, Rubi",Female,20,160,66.7,Orthodox,1.4,6th,Environmental Sciences,Biology,72.0,74.0,0,1,31341.47
783742,"Proctor, Xavier",Male,22,181,84.6,Other,3.45,1st,Economics and Finance,Environmental Sciences,,,0,0,
190974,"Terrones, Deionna",Female,26,164,66.0,Other,2.15,4th,Biology,Mathematics and Statistics,71.0,81.0,1,1,48552.41
436261,"Baak, Glen",Male,20,173,70.6,Other,2.98,5th,Mathematics and Statistics,Biology,90.0,84.0,0,1,64012.32
882620,"Kallupalle, Hamdi",Male,19,180,75.6,Protestant,3.3,>6th,Economics and Finance,Mathematics and Statistics,69.0,70.0,1,1,56732.16
750651,"Wheatly, Kristen",Female,20,162,61.8,Catholic,1.3,4th,Social Sciences,Biology,36.0,47.0,1,0,
859188,"O'Donnell, Cy",Male,19,181,77.4,Catholic,2.55,>6th,Biology,Environmental Sciences,79.0,74.0,1,0,
510393,"Reese, Abraham",Male,25,175,75.5,Catholic,2.94,4th,Mathematics and Statistics,Environmental Sciences,88.0,92.0,1,0,
523108,"Bailey, Vinh",Male,21,178,75.8,Protestant,2.45,4th,Environmental Sciences,Economics and Finance,63.0,74.0,0,1,37966.34
960723,"Mcclelland, Rena",Female,22,162,64.6,Protestant,1.14,1st,Biology,Environmental Sciences,,,0,0,
590772,"Wright, Lindsay",Female,20,154,63.4,Catholic,2.51,4th,Social Sciences,Political Science,42.0,49.0,1,1,22972.68
839547,"Wells, Kevin",Male,20,177,79.0,Catholic,3.1,5th,Mathematics and Statistics,Biology,88.0,92.0,1,0,
958176,"Gittens, Andre",Male,22,182,80.5,Orthodox,2.03,5th,Mathematics and Statistics,Social Sciences,83.0,92.0,1,1,56899.71
719306,"Guill, Franklin",Male,20,181,79.1,Catholic,3.59,1st,Political Science,Social Sciences,,,0,0,
533924,"Sanders-Johnson, Brittany",Female,22,160,62.7,Other,2.85,3rd,Biology,Mathematics and Statistics,80.0,73.0,1,0,
666687,"Medina, Maris",Female,22,180,82.0,Orthodox,2.15,2nd,Social Sciences,Biology,,,0,0,
324063,"Tran, Quinton",Male,22,173,74.2,Other,1.19,1st,Environmental Sciences,Mathematics and Statistics,,,0,0,
981390,"Montgomery, Fabian",Male,21,179,80.7,Catholic,2.81,6th,Social Sciences,Biology,49.0,43.0,1,0,
851671,"Hess, Kevin",Male,20,186,83.9,Protestant,1.34,5th,Environmental Sciences,Political Science,73.0,73.0,1,0,
567950,"Lopez, Urey",Male,20,182,79.7,Other,1.37,5th,Political Science,Biology,59.0,58.0,1,1,42604.55
858620,"Cabrera-Avalos, Cydnee",Female,18,163,67.3,Other,3.34,3rd,Biology,Political Science,79.0,82.0,0,0,
295444,"Quarles, Nou Chee",Female,20,171,70.0,Other,1.01,5th,Economics and Finance,Environmental Sciences,63.0,64.0,0,0,
